連番,姓,名,姓（カタカナ）,名（カタカナ）
1944,吾妻,楓,アズマ,カエデ
1945,野本,英世,ノモト,ヒデヨ
1946,水谷,悠菜,ミズタニ,ユウナ
1947,重田,康男,シゲタ,ヤスオ
1948,田畑,悠奈,タバタ,ユウナ
1949,上野,薫,アガノ,カオル
1950,有田,治夫,アリタ,ハルオ
1951,山村,結,ヤマムラ,ユイ
1952,山中,八重子,ヤマナカ,ヤエコ
1953,高木,信行,タカギ,ノブユキ
1954,村木,真穂,ムラキ,マホ
1955,木下,広志,キノシタ,ヒロシ
1956,堀江,萌香,ホリエ,モエカ
1957,小野寺,椿,オノデラ,ツバキ
1958,寺沢,政弘,テラサワ,マサヒロ
1959,永野,民雄,ナガノ,タミオ
1960,日野,俊史,ヒノ,トシフミ
1961,菅沼,和枝,スガヌマ,カズエ
1962,岩田,優来,イワタ,ユラ
1963,安井,公彦,ヤスイ,キミヒコ
1964,勝又,光成,カツマタ,ミツナリ
1965,菅井,亜抄子,スガイ,アサコ
1966,森脇,隆明,モリワキ,タカアキ
1967,前田,亜矢,マエダ,アヤ
1968,堤,春代,ツツミ,ハルヨ
1969,矢野,隆三,ヤノ,リュウゾウ
1970,浜口,晴,ハマグチ,ハル
1971,三井,雄二郎,ミツイ,ユウジロウ
1972,中岡,美代子,ナカオカ,ミヨコ
1973,浜口,桜,ハマグチ,サクラ
1974,秋葉,章司,アキバ,ショウジ
1975,金丸,香織,カナマル,カオリ
1976,玉城,松男,タマキ,マツオ
1977,沢田,遥佳,サワダ,ハルカ
1978,井川,真由,イカワ,マユ
1979,橋爪,和代,ハシヅメ,カズヨ
1980,熊沢,直美,クマザワ,ナオミ
1981,岡田,俊男,オカダ,トシオ
1982,石岡,響,イシオカ,ヒビキ
1983,菊田,治夫,キクタ,ハルオ
1984,川嶋,靖彦,カワシマ,ヤスヒコ
1985,桑田,英実,クワタ,ヒデミ
1986,進藤,菜々美,シンドウ,ナナミ
1987,熊谷,今日子,クマガヤ,キョウコ
1988,勝田,恒夫,カツタ,ツネオ
1989,安達,宏明,アダチ,ヒロアキ
1990,小川,涼音,オガワ,スズネ
1991,白川,忠広,シラカワ,タダヒロ
1992,増井,舞衣,マスイ,マイ
1993,黒木,達行,クロキ,タツユキ
1994,坪田,滉二,ツボタ,コウジ
1995,大槻,春奈,オオツキ,ハルナ
1996,北村,良平,キタムラ,リョウヘイ
1997,真野,重雄,マノ,シゲオ
1998,赤塚,梨緒,アカツカ,リオ
1999,富永,武,トミナガ,タケシ
2000,高嶋,麻衣,タカシマ,マイ
2001,重田,友香,シゲタ,トモカ
2002,古賀,国雄,コガ,クニオ
2003,浅野,深雪,アサノ,ミユキ
2004,山元,志穂,ヤマモト,シホ
2005,小坂,里香,オサカ,リカ
2006,的場,瑠美,マトバ,ルミ
2007,根岸,梨沙,ネギシ,リサ
2008,井上,更紗,イノウエ,サラサ
2009,野間,香澄,ノマ,カスミ
2010,石田,眞子,イシダ,マコ
2011,三井,弓子,ミツイ,ユミコ
2012,磯崎,光昭,イソザキ,ミツアキ
2013,朝倉,悠菜,アサクラ,ユウナ
2014,正木,響,マサキ,ヒビキ
2015,黒岩,柚花,クロイワ,ユズカ
2016,郡司,詩音,グンジ,シオン
2017,迫田,季衣,サコタ,トシエ
2018,村松,奏,ムラマツ,カナデ
2019,津村,良二,ツムラ,リョウジ
2020,内野,由子,ウチノ,ユウコ
2021,滋賀,泰三,シガ,タイゾウ
2022,丸田,利平,マルタ,リヘイ
2023,森谷,謙二,モリヤ,ケンジ
2024,星,克子,ホシ,カツコ
2025,尾崎,長平,オザキ,チョウヘイ
2026,寺本,真奈,テラモト,マナ
2027,川瀬,天音,カワセ,アマネ
2028,片山,美奈子,カタヤマ,ミナコ
2029,国分,喬,コクブ,タカシ
2030,河口,咲良,カワグチ,サラ
2031,日比野,理央,ヒビノ,リオ
2032,鶴田,勝哉,ツルタ,カツヤ
2033,江藤,比奈,エトウ,ヒナ
2034,川田,正明,カワダ,マサアキ
2035,前原,小梅,マエハラ,コウメ
2036,平塚,浩幸,ヒラツカ,ヒロユキ
2037,和田,怜,ワダ,レイ
2038,鈴木,忠彦,スズキ,タダヒコ
2039,春日,昌幸,カスガ,マサユキ
2040,大崎,靖夫,オオサキ,ヤスオ
2041,金森,佳音,カナモリ,カノン
2042,菊田,遥佳,キクタ,ハルカ
2043,大嶋,甫,オオシマ,ハジメ
2044,吉澤,勇一,ヨシザワ,ユウイチ
2045,武井,寧々,タケイ,ネネ
2046,畑中,米吉,ハタナカ,ヨネキチ
2047,福島,孝,フクシマ,タカシ
2048,広川,香奈,ヒロカワ,カナ
2049,須賀,広治,スガ,ヒロジ
2050,平本,芽衣,ヒラモト,メイ
2051,大城,清,オオシロ,キヨシ
2052,日野,昌也,ヒノ,マサヤ
2053,影山,亜依,カゲヤマ,アイ
2054,船橋,貴史,フナバシ,タカシ
2055,神山,嘉之,カミヤマ,ヨシユキ
2056,今野,武久,コンノ,タケヒサ
2057,平沢,美雨,ヒラサワ,ミウ
2058,竹内,繁男,タケウチ,シゲオ
2059,中西,好一,ナカニシ,ヨシカズ
2060,岡野,和佳,オカノ,ワカ
2061,滝川,亜実,タキガワ,アミ
2062,増田,明里,マスダ,アカリ
2063,大木,正彦,オオキ,マサヒコ
2064,塚越,莉乃,ツカゴシ,リノ
2065,上野,新一郎,アガノ,シンイチロウ
2066,片岡,智嗣,カタオカ,サトシ
2067,畑,乃亜,ハタケ,ノア
2068,西尾,康治,ニシオ,コウジ
2069,石崎,清司,イシザキ,キヨシ
2070,浜野,亜美,ハマノ,アミ
2071,塚原,正太郎,ツカハラ,ショウタロウ
2072,鮫島,哲朗,サメジマ,テツロウ
2073,市村,松夫,イチムラ,マツオ
2074,古山,彩子,フルヤマ,アヤコ
2075,熊倉,薫理,クマクラ,カオリ
2076,長瀬,涼,ナガセ,リョウ
2077,中森,朱莉,ナカモリ,アカリ
2078,大平,菜々実,オオヒラ,ナナミ
2079,新垣,耕筰,アラガキ,コウサク
2080,会田,奈穂,アイダ,ナホ
2081,豊田,友菜,トヨダ,ユウナ
2082,森山,公男,モリヤマ,キミオ
2083,大熊,章夫,オオクマ,アキオ
2084,持田,謙三,モチダ,ケンゾウ
2085,東海林,亜依,ショウジ,アイ
2086,真鍋,孝,マナベ,タカシ
2087,徳田,寛之,トクダ,ヒロユキ
2088,倉田,哲二,クラタ,テツジ
2089,岡部,忠良,オカベ,タダヨシ
2090,杉田,太陽,スギタ,タイヨウ
2091,秋元,廣祐,アキモト,コウスケ
2092,岩下,詩織,イワシタ,シオリ
2093,菅谷,貞行,スガヤ,サダユキ
2094,妹尾,早紀,セノオ,サキ
2095,高崎,美穂,タカサキ,ミホ
2096,中里,和也,ナカザト,カズヤ
2097,川西,優太,カワニシ,ユウタ
2098,大谷,美奈,オオヤ,ミナ
2099,皆川,良雄,ミナガワ,ヨシオ
2100,大橋,由希子,オオハシ,ユキコ
2101,花岡,英明,ハナオカ,ヒデアキ
2102,富永,勝巳,トミナガ,カツミ
2103,石倉,紀之,イシクラ,ノリユキ
2104,篠崎,徳美,シノザキ,トクミ
2105,吉永,重行,ヨシナガ,シゲユキ
2106,合田,道春,アイダ,ミチハル
2107,喜多,金治,キタ,キンジ
2108,柏木,昇一,カシワギ,ショウイチ
2109,加瀬,一太郎,カセ,イチタロウ
2110,坂井,吉郎,サカイ,キチロウ
2111,野中,金之助,ノナカ,キンノスケ
2112,百瀬,夢,モモセ,ユメ
2113,安斉,宏江,アンザイ,ヒロエ
2114,宮島,敏男,ミヤジマ,トシオ
2115,磯崎,光彦,イソザキ,ミツヒコ
2116,大貫,真悠,オオヌキ,マユ
2117,真田,幸,サナダ,サチ
2118,砂川,心春,サガワ,コハル
2119,山内,嘉男,ヤマウチ,ヨシオ
2120,土居,紫音,ドイ,シオン
2121,中沢,武司,ナカザワ,タケシ
2122,杉原,陽向,スギハラ,ヒナタ
2123,柳原,梨央,ヤナギハラ,リオ
2124,金森,俊郎,カナモリ,トシロウ
2125,真田,陽向,サナダ,ヒナタ
2126,松木,文香,マツキ,フミカ
2127,長岡,義雄,ナガオカ,ヨシオ
2128,金沢,風花,カナザワ,フウカ
2129,森,長平,モリ,チョウヘイ
2130,櫻井,信一,サクライ,シンイチ
2131,木内,桜花,キウチ,オウカ
2132,矢吹,風花,ヤブキ,フウカ
2133,香川,一博,カガワ,カズヒロ
2134,神野,修子,カミノ,シュウコ
2135,三浦,春雄,ミウラ,ハルオ
2136,堀江,信夫,ホリエ,ノブオ
2137,西,麻巳子,ニシ,マミコ
2138,目黒,葉奈,メグロ,ハナ
2139,小田,隆男,オダ,タカオ
2140,新田,耕平,ニッタ,コウヘイ
2141,山元,当麻,ヤマモト,トウマ
2142,野島,三枝子,ノジマ,ミエコ
2143,板垣,香織,イタガキ,カオリ
2144,益田,民雄,マスダ,タミオ
2145,大貫,正美,オオヌキ,マサミ
2146,福島,与三郎,フクシマ,ヨサブロウ
2147,中島,節子,ナカシマ,セツコ
2148,平,和利,タイラ,カズトシ
2149,安西,四郎,アンザイ,シロウ
2150,長谷部,菜々実,ハセベ,ナナミ
2151,河田,道男,カワダ,ミチオ
2152,森本,綾,モリモト,アヤ
2153,徳田,亜弓,トクダ,アユミ
2154,坂口,健志,サカグチ,タケシ
2155,川越,治夫,カワゴエ,ハルオ
2156,前田,安則,マエダ,ヤスノリ
2157,赤木,正樹,アカギ,マサキ
2158,小菅,陽菜子,コスゲ,ヒナコ
2159,倉本,茂志,クラモト,シゲシ
2160,北原,昌利,キタハラ,マサトシ
2161,寺尾,琴羽,テラオ,コトハ
2162,竹本,賢司,タケモト,ケンジ
2163,島津,幸三郎,シマヅ,コウザブロウ
2164,門田,信玄,カドタ,シンゲン
2165,鹿野,善四郎,カノ,ゼンシロウ
2166,布施,松夫,フセ,マツオ
2167,山野,由貴,ヤマノ,ユキ
2168,長友,由依,ナガトモ,ユイ
2169,矢崎,麗奈,ヤザキ,レナ
2170,福田,亀太郎,フクダ,カメタロウ
2171,篠崎,千佐子,シノザキ,チサコ
2172,河原,雪乃,カワハラ,ユキノ
2173,森川,恵子,モリカワ,ケイコ
2174,塚越,沙奈,ツカゴシ,サナ
2175,片山,亜弥,カタヤマ,アヤ
2176,妹尾,唯衣,セノオ,ユイ
2177,滝田,樹,タキタ,イツキ
2178,井口,琴葉,イグチ,コトハ
2179,相沢,今日子,アイザワ,キョウコ
2180,千葉,篤,チバ,アツシ
2181,森田,忠一,モリタ,チュウイチ
2182,木原,善次,キハラ,ヨシツグ
2183,井出,奈々,イデ,ナナ
2184,江田,由菜,エダ,ユナ
2185,熊沢,敬一,クマザワ,ケイイチ
2186,大熊,琴子,オオクマ,コトコ
2187,井手,時夫,イデ,トキオ
2188,勝田,光政,カツタ,ミツマサ
2189,福島,亜抄子,フクシマ,アサコ
2190,菅野,莉緒,スガノ,リオ
2191,岩間,真悠,イワマ,マユ
2192,赤坂,卓雄,アカサカ,タクオ
2193,梅沢,悦哉,ウメザワ,エツヤ
2194,長尾,春子,ナガオ,ハルコ
2195,古河,響子,フルカワ,キョウコ
2196,岸田,孝幸,キシダ,タカユキ
2197,春日,重雄,カスガ,シゲオ
2198,北山,帆香,キタヤマ,ホノカ
2199,大沢,優芽,オオサワ,ユメ
2200,相馬,好男,ソウマ,ヨシオ
2201,小高,善吉,オダカ,ゼンキチ
2202,堀田,義光,ホッタ,ヨシミツ
2203,梅津,絢,ウメヅ,アヤ
2204,坪田,麻衣,ツボタ,マイ
2205,菅野,千鶴子,スガノ,チヅコ
2206,沢井,美佳,サワイ,ミカ
2207,奥野,哲,オクノ,サトシ
2208,二瓶,英晴,ニヘイ,ヒデハル
2209,松崎,久寛,マツザキ,ヒサヒロ
2210,向井,詩乃,ムカイ,シノ
2211,藤村,花恋,フジムラ,カレン
2212,池田,茂男,イケダ,シゲオ
2213,成田,文子,ナリタ,アヤコ
2214,沼田,郁夫,ヌマタ,イクオ
2215,大関,里咲,オオゼキ,リサ
2216,新川,和葉,シンカワ,カズハ
2217,新倉,香乃,ニイクラ,カノ
2218,林田,重行,ハヤシダ,シゲユキ
2219,柿崎,理桜,カキザキ,リオ
2220,松本,誠一,マツモト,セイイチ
2221,亀田,礼子,カメダ,レイコ
2222,山田,善成,ヤマダ,ヨシナリ
2223,柳田,心,ヤナギダ,ココロ
2224,田原,銀蔵,タワラ,ギンゾウ
2225,江口,美久,エグチ,ミク
2226,小川,貞夫,オガワ,サダオ
2227,須賀,香織,スガ,カオリ
2228,迫田,輝夫,サコタ,テルオ
2229,北川,市太郎,キタガワ,イチタロウ
2230,舟木,正志,フナキ,マサシ
2231,梅本,利朗,ウメモト,トシオ
2232,益子,絢子,マスコ,アヤコ
2233,高木,新一郎,タカギ,シンイチロウ
2234,大坪,幸,オオツボ,サチ
2235,金井,敏男,カネイ,トシオ
2236,池本,亮,イケモト,アキラ
2237,西,柚香,ニシ,ユズカ
2238,森本,裕之,モリモト,ヒロユキ
2239,福原,優那,フクハラ,ユウナ
2240,溝口,正次,ミゾグチ,ショウジ
2241,堀越,聡,ホリコシ,サトシ
2242,森脇,瑞稀,モリワキ,ミズキ
2243,稲村,春夫,イナムラ,ハルオ
2244,中井,結香,ナカイ,ユイカ
2245,阿久津,鉄男,アクツ,テツオ
2246,宍戸,尚美,シシド,ナオミ
2247,大野,杏樹,オオノ,アンジュ
2248,坪田,早紀,ツボタ,サキ
2249,原口,徳男,ハラグチ,トクオ
2250,安川,幸子,ヤスカワ,サチコ
2251,山上,和代,ヤマガミ,カズヨ
2252,植田,緑,ウエダ,ミドリ
2253,有田,優希,アリタ,ユウキ
2254,本郷,沙也佳,ホンゴウ,サヤカ
2255,大井,結花,オオイ,ユイカ
2256,成瀬,泰介,ナルセ,タイスケ
2257,藤谷,麻巳子,フジタニ,マミコ
2258,米沢,正,ヨネザワ,タダシ
2259,安井,義治,ヤスイ,ヨシハル
2260,前島,繁雄,マエジマ,シゲオ
2261,藤巻,静雄,フジマキ,シズオ
2262,島袋,潔,シマブクロ,キヨシ
2263,塩崎,奈々美,シオザキ,ナナミ
2264,三島,秀樹,ミシマ,ヒデキ
2265,布施,麻衣,フセ,マイ
2266,上田,奈緒,ウエダ,ナオ
2267,新川,昭男,シンカワ,アキオ
2268,塚原,佳那子,ツカハラ,カナコ
2269,武田,美南,タケダ,ミナミ
2270,上山,飛鳥,カミヤマ,アスカ
2271,笹森,康博,ササモリ,ヤスヒロ
2272,深田,日奈,フカダ,ヒナ
2273,柳原,利三郎,ヤナギハラ,リサブロウ
2274,猪股,貞一,イノマタ,テイイチ
2275,大野,奈那,オオノ,ナナ
2276,安原,重雄,ヤスハラ,シゲオ
2277,藤沢,春菜,フジサワ,ハルナ
2278,高岡,良治,タカオカ,ヨシジ
2279,白川,俊男,シラカワ,トシオ
2280,高倉,奈々子,タカクラ,ナナコ
2281,宮川,直治,ミヤカワ,ナオジ
2282,篠原,安子,シノハラ,ヤスコ
2283,堀越,楓香,ホリコシ,フウカ
2284,武井,理絵,タケイ,リエ
2285,正木,文平,マサキ,ブンペイ
2286,高柳,琴乃,タカヤナギ,コトノ
2287,島村,英晴,シマムラ,ヒデハル
2288,生田,貞行,イクタ,サダユキ
2289,宮野,遙香,ミヤノ,ハルカ
2290,二瓶,響,ニヘイ,ヒビキ
2291,小室,正則,コムロ,マサノリ
2292,野崎,慎一,ノザキ,シンイチ
2293,丸山,葉子,マルヤマ,ヨウコ
2294,市原,澪,イチハラ,ミオ
2295,宮脇,由奈,ミヤワキ,ユナ
2296,岩城,輝夫,イワキ,テルオ
2297,島本,聡美,シマモト,サトミ
2298,三井,咲菜,ミツイ,サナ
2299,山岡,久,ヤマオカ,ヒサシ
2300,益子,美貴子,マスコ,ミキコ
2301,国分,建司,コクブ,ケンジ
2302,日比野,満里奈,ヒビノ,マリナ
2303,水谷,玲奈,ミズタニ,レイナ
2304,柏原,史織,カシワバラ,シオリ
2305,野上,希望,ノガミ,ノゾミ
2306,酒井,賢次,サカイ,ケンジ
2307,清田,義隆,キヨタ,ヨシタカ
2308,岸,孝吉,キシ,コウキチ
2309,矢島,和佳,ヤジマ,ワカ
2310,砂川,亜依,サガワ,アイ
2311,本田,美月,ホンダ,ミヅキ
2312,武井,健次,タケイ,ケンジ
2313,堀,小百合,ホリ,サユリ
2314,新垣,尚,アラガキ,タカシ
2315,村岡,江民,ムラオカ,エミ
2316,大宮,利彦,オオミヤ,トシヒコ
2317,丸田,勇,マルタ,イサミ
2318,松山,宏行,マツヤマ,ヒロユキ
2319,上条,花,カミジョウ,ハナ
2320,石渡,昌嗣,イシワタリ,マサシ
2321,鎌田,和島,カマタ,ワジマ
2322,小高,宙子,オダカ,ヒロコ
2323,熊倉,晃一,クマクラ,コウイチ
2324,目黒,力,メグロ,チカラ
2325,堀田,若菜,ホッタ,ワカナ
2326,永瀬,櫻,ナガセ,サクラ
2327,小高,義郎,オダカ,ヨシロウ
2328,西田,愛莉,ニシダ,アイリ
2329,平山,俊夫,ヒラヤマ,トシオ
2330,北岡,真哉,キタオカ,シンヤ
2331,久野,加奈,ヒサノ,カナ
2332,新垣,弓子,アラガキ,ユミコ
2333,宮田,道雄,ミヤタ,ミチオ
2334,山田,喜代子,ヤマダ,キヨコ
2335,入江,結香,イリエ,ユイカ
2336,真田,孝次,サナダ,コウジ
2337,板倉,絢菜,イタクラ,アヤナ
2338,青山,愛香,アオヤマ,アイカ
2339,畠中,真司,ハタナカ,シンジ
2340,石垣,誠一郎,イシガキ,セイイチロウ
2341,石村,椛,イシムラ,モミジ
2342,河原,治虫,カワハラ,オサム
2343,染谷,楓花,ソメヤ,フウカ
2344,新川,結愛,シンカワ,ユア
2345,西山,重男,ニシヤマ,シゲオ
2346,安部,華子,アベ,ハナコ
2347,外山,柚香,ソトヤマ,ユズカ
2348,牧,宏之,マキ,ヒロユキ
2349,新倉,優里,ニイクラ,ユリ
2350,渡辺,蒼,ワタナベ,アオイ
2351,浜田,恵理子,ハマダ,エリコ
2352,田原,幸子,タワラ,サチコ
2353,吉村,健,ヨシムラ,ケン
2354,細川,礼子,ホソカワ,レイコ
2355,大宮,英二,オオミヤ,エイジ
2356,小原,凛華,オハラ,リンカ
2357,吾妻,公男,アズマ,キミオ
2358,目黒,奈穂,メグロ,ナホ
2359,金谷,三夫,カナヤ,ミツオ
2360,真野,静,マノ,シズ
2361,毛利,由佳利,モウリ,ユカリ
2362,伊沢,瑞紀,イザワ,ミズキ
2363,山崎,佳穂,ヤマザキ,カホ
2364,北原,風香,キタハラ,フウカ
2365,木本,茂男,キモト,シゲオ
2366,浜,忠広,ハマ,タダヒロ
2367,大塚,由真,オオツカ,ユマ
2368,小島,友治,オジマ,トモジ
2369,島崎,春奈,シマザキ,ハルナ
2370,松村,陽一,マツムラ,ヨウイチ
2371,石丸,一葉,イシマル,カズハ
2372,江原,心菜,エバラ,ココナ
2373,土谷,徳康,ツチヤ,トクヤス
2374,仲村,揚子,ナカムラ,ヨウコ
2375,中里,和彦,ナカザト,カズヒコ
2376,坪田,純,ツボタ,ジュン
2377,高松,由姫,タカマツ,ユキ
2378,杉田,和徳,スギタ,カズノリ
2379,石本,勇一,イシモト,ユウイチ
2380,島崎,咲,シマザキ,サキ
2381,野崎,優,ノザキ,ユウ
2382,小笠原,広明,オガサワラ,ヒロアキ
2383,松山,栄吉,マツヤマ,エイキチ
2384,寺岡,昭男,テラオカ,アキオ
2385,藤原,善四郎,フジワラ,ゼンシロウ
2386,甲斐,愛,カイ,アイ
2387,沢,茉莉,サワ,マリ
2388,寺島,小春,テラシマ,コハル
2389,長井,尚紀,ナガイ,ナオキ
2390,長瀬,知治,ナガセ,トモハル
2391,久保,喜弘,クボ,ヨシヒロ
2392,村田,羽菜,ムラタ,ハナ
2393,上杉,麻理,ウエスギ,マリ
2394,森谷,凛,モリヤ,リン
2395,寺島,直子,テラシマ,ナオコ
